SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
312502,0,Cash loans,F,N,Y,0,112500.0,385164.0,16447.5,292500.0,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,0.025164,-22788,365243,-10853.0,-4100,,1,0,0,1,0,0,,2.0,2,2,MONDAY,12,0,0,0,0,0,0,XNA,,0.4246504724128409,0.7407990879702335,0.1031,0.062,0.9757,0.6668,0.1296,0.0,0.1724,0.1667,0.0,0.0228,0.0,0.0681,0.3861,0.0,0.105,0.0643,0.9757,0.6798,0.1307,0.0,0.1724,0.1667,0.0,0.0233,0.0,0.071,0.3891,0.0,0.1041,0.062,0.9757,0.6713,0.1304,0.0,0.1724,0.1667,0.0,0.0232,0.0,0.0693,0.3882,0.0,,block of flats,0.0708,Panel,No,9.0,0.0,9.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
403094,0,Cash loans,F,N,Y,0,135000.0,393543.0,16803.0,328500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.010643,-23582,365243,-4404.0,-4496,,1,0,0,1,0,0,,2.0,2,2,FRIDAY,9,0,0,0,0,0,0,XNA,,0.6210525332369636,0.4650692149562261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-1325.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
179799,0,Cash loans,F,Y,Y,1,112500.0,355536.0,19417.5,270000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.002134,-12204,-4143,-189.0,-1731,12.0,1,1,0,1,0,0,Core staff,2.0,3,3,THURSDAY,12,0,0,0,0,0,0,School,,0.3612737921420315,0.1245194708919845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-392.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9.0
177979,0,Cash loans,F,N,Y,0,36000.0,99000.0,6673.5,99000.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.01885,-23708,365243,-1834.0,-4997,,1,0,0,1,1,0,,1.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,XNA,,0.724336189289773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
114596,0,Cash loans,F,N,Y,0,135000.0,943515.0,31311.0,814500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.035792000000000004,-18245,-4094,-7690.0,-1782,,1,1,0,1,1,0,Private service staff,1.0,2,2,MONDAY,11,0,0,0,0,0,0,Services,,0.7557367005570895,0.7636399214572418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2882.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,4.0
325351,0,Cash loans,F,Y,Y,0,103815.0,495000.0,20160.0,495000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018801,-8376,-301,-2458.0,-1042,19.0,1,1,1,1,1,0,Sales staff,2.0,2,2,THURSDAY,8,0,0,0,0,0,0,Trade: type 3,0.23172121911233004,0.7109429033105122,0.38079968264891495,0.0082,0.0,0.9727,,,0.0,0.0345,0.0417,,,,0.0078,,0.0,0.0084,0.0,0.9727,,,0.0,0.0345,0.0417,,,,0.0081,,0.0,0.0083,0.0,0.9727,,,0.0,0.0345,0.0417,,,,0.0079,,0.0,,block of flats,0.0086,Block,No,1.0,0.0,1.0,0.0,-175.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
211591,0,Cash loans,F,N,N,0,67500.0,251091.0,23607.0,238500.0,Family,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.02461,-23550,365243,-2240.0,-4711,,1,0,0,1,1,0,,2.0,2,2,TUESDAY,10,0,0,0,0,0,0,XNA,,0.5903082704477108,0.813917469762627,0.0289,0.0499,0.9841,,,0.0,0.1034,0.0833,,0.0118,,0.031,,0.0,0.0294,0.0518,0.9841,,,0.0,0.1034,0.0833,,0.0121,,0.0323,,0.0,0.0291,0.0499,0.9841,,,0.0,0.1034,0.0833,,0.012,,0.0315,,0.0,,block of flats,0.0244,"Stone, brick",No,3.0,0.0,3.0,0.0,-298.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
217233,0,Cash loans,F,N,Y,0,112500.0,497520.0,32521.5,450000.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.010032,-20824,365243,-4613.0,-4370,,1,0,0,1,0,0,,2.0,2,2,FRIDAY,3,0,0,0,0,0,0,XNA,,0.5416720735575813,0.7544061731797895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-270.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
149663,0,Cash loans,M,Y,Y,2,103500.0,247275.0,17716.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.005084,-10226,-2253,-2779.0,-2777,13.0,1,1,1,1,1,0,,4.0,2,2,TUESDAY,18,0,0,0,0,0,0,Business Entity Type 2,,0.566042000592555,0.32173528219668485,0.0711,0.0722,0.9916,0.8844,0.0369,0.0,0.0345,0.1667,0.2083,0.0445,0.057999999999999996,0.0515,0.0,0.0,0.0725,0.0749,0.9916,0.8889,0.0372,0.0,0.0345,0.1667,0.2083,0.0455,0.0634,0.0537,0.0,0.0,0.0718,0.0722,0.9916,0.8859,0.0371,0.0,0.0345,0.1667,0.2083,0.0453,0.059000000000000004,0.0524,0.0,0.0,reg oper account,block of flats,0.0607,"Stone, brick",No,2.0,0.0,2.0,0.0,-1985.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
159281,0,Cash loans,F,N,Y,0,94500.0,119925.0,11812.5,112500.0,Unaccompanied,Pensioner,Higher education,Widow,House / apartment,0.00733,-24793,365243,-16047.0,-4554,,1,0,0,1,0,0,,1.0,2,2,FRIDAY,10,0,0,0,0,0,0,XNA,,0.6093175023031351,0.7380196196295241,0.0412,0.0448,0.9781,0.7008,0.0047,0.0,0.069,0.1667,0.0417,0.034,,0.0363,,0.0,0.042,0.0465,0.9782,0.7125,0.0048,0.0,0.069,0.1667,0.0417,0.0347,,0.0378,,0.0,0.0416,0.0448,0.9781,0.7048,0.0048,0.0,0.069,0.1667,0.0417,0.0346,,0.0369,,0.0,reg oper account,block of flats,0.0456,"Stone, brick",No,6.0,0.0,6.0,0.0,-1544.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
448578,0,Cash loans,M,N,Y,0,135000.0,888840.0,37494.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246,-18063,-1386,-10203.0,-1616,,1,1,0,1,1,0,Laborers,2.0,3,3,TUESDAY,13,0,0,0,0,0,0,Construction,,0.4540568472366769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040999999999999995,,No,0.0,0.0,0.0,0.0,-1599.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
287855,0,Cash loans,F,Y,Y,2,225000.0,1563840.0,64669.5,1350000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.018029,-11330,-881,-21.0,-131,14.0,1,1,0,1,0,0,Core staff,4.0,3,3,WEDNESDAY,7,0,0,0,0,1,1,Self-employed,0.4993928934858902,0.34512006186096456,0.7801436381572275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-755.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
429992,0,Cash loans,M,N,Y,0,225000.0,443088.0,26905.5,382500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634,-12200,-1954,-6001.0,-4151,,1,1,0,1,0,0,High skill tech staff,2.0,2,2,FRIDAY,15,0,0,0,0,1,1,Government,,0.6253197324761649,0.3001077565791181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-1282.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
366510,0,Revolving loans,F,N,Y,0,180000.0,540000.0,27000.0,540000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-15972,-4086,-4429.0,-4501,,1,1,0,1,0,0,Accountants,2.0,2,2,MONDAY,18,0,0,0,0,0,0,Self-employed,0.6280082494407568,0.5965549619261231,0.3774042489507649,0.1753,0.1241,0.9836,0.7756,,0.0,0.3793,0.1667,0.2083,0.0941,0.1429,0.0931,0.0,0.2606,0.1786,0.1288,0.9836,0.7844,,0.0,0.3793,0.1667,0.2083,0.0962,0.1561,0.09699999999999999,0.0,0.2759,0.177,0.1241,0.9836,0.7786,,0.0,0.3793,0.1667,0.2083,0.0957,0.1454,0.0948,0.0,0.266,reg oper account,block of flats,0.1301,"Stone, brick",No,2.0,0.0,2.0,0.0,-984.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,8.0
153021,0,Cash loans,F,N,Y,0,99000.0,808650.0,23305.5,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.030755,-22315,365243,-39.0,-4419,,1,0,0,1,0,0,,1.0,2,2,SATURDAY,10,0,0,0,0,0,0,XNA,,0.5589169832782404,0.5919766183185521,0.0309,0.0507,1.0,1.0,0.0,0.0,0.069,0.0833,0.0,0.0088,0.0252,0.0,0.0,0.0,0.0315,0.0526,1.0,1.0,0.0,0.0,0.069,0.0833,0.0,0.009000000000000001,0.0275,0.0,0.0,0.0,0.0312,0.0507,1.0,1.0,0.0,0.0,0.069,0.0833,0.0,0.0089,0.0257,0.0,0.0,0.0,reg oper account,block of flats,0.0205,"Stone, brick",No,0.0,0.0,0.0,0.0,-1474.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
385953,0,Cash loans,F,N,N,0,171000.0,414000.0,18364.5,414000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.010032,-21700,365243,-8658.0,-4062,,1,0,0,1,0,0,,2.0,2,2,THURSDAY,3,0,0,0,0,0,0,XNA,,0.3394440091497896,0.2067786544915716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2220.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0
356198,0,Cash loans,M,Y,Y,0,225000.0,182448.0,19287.0,157500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.011657,-16045,-1214,-3968.0,-3967,9.0,1,1,0,1,1,0,Drivers,1.0,1,1,WEDNESDAY,16,0,0,0,1,0,1,Industry: type 3,,0.5399560471428081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
385381,0,Cash loans,F,N,Y,2,135000.0,331920.0,18135.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.019101,-11793,-591,-2703.0,-1959,,1,1,0,1,0,0,,3.0,2,2,WEDNESDAY,14,0,0,0,0,1,1,Self-employed,,0.5181876839130597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2572.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
225017,0,Cash loans,F,Y,N,0,180000.0,462645.0,39838.5,396000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.018801,-10255,-1293,-129.0,-1583,1.0,1,1,1,1,1,1,Core staff,2.0,2,2,THURSDAY,15,0,0,0,0,0,0,Bank,0.4775633279814641,0.5246594275674267,0.23272477626794336,0.5629,0.2135,0.998,0.9728,0.2943,0.32,0.3448,0.7083,0.5417,0.3885,0.44799999999999995,0.5381,0.0502,0.1438,0.5735,0.2215,0.998,0.9739,0.297,0.3222,0.3448,0.7083,0.5417,0.3974,0.4894,0.5606,0.0506,0.1522,0.5683,0.2135,0.998,0.9732,0.2961,0.32,0.3448,0.7083,0.5417,0.3953,0.4558,0.5478,0.0505,0.1468,reg oper account,block of flats,0.6154,Mixed,No,5.0,0.0,5.0,0.0,-1650.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
283560,0,Cash loans,F,N,Y,1,135000.0,522000.0,50202.0,522000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246,-15812,-266,-4817.0,-4817,,1,1,0,1,0,0,Core staff,3.0,3,3,TUESDAY,11,0,0,0,0,0,0,Trade: type 3,,0.277881693770042,0.4418358231994413,,,0.9876,,,,,,,,,0.1101,,,,,0.9876,,,,,,,,,0.1147,,,,,0.9876,,,,,,,,,0.1121,,,,,0.1039,,No,3.0,0.0,3.0,0.0,-623.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,5.0
307563,0,Cash loans,F,N,Y,1,112500.0,948582.0,27864.0,679500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.035792000000000004,-14431,-806,-3612.0,-4645,,1,1,0,1,0,0,Laborers,3.0,2,2,TUESDAY,18,0,0,0,0,0,0,Business Entity Type 3,0.6883109895848449,0.7292297872977115,,0.033,0.0512,0.9861,0.8096,0.0057,0.0,0.1034,0.125,0.1667,0.0204,0.0269,0.0349,0.0,0.0,0.0336,0.0531,0.9861,0.8171,0.0057,0.0,0.1034,0.125,0.1667,0.0208,0.0294,0.0363,0.0,0.0,0.0333,0.0512,0.9861,0.8121,0.0057,0.0,0.1034,0.125,0.1667,0.0207,0.0274,0.0355,0.0,0.0,reg oper account,block of flats,0.0274,Panel,No,1.0,0.0,1.0,0.0,-662.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
244841,0,Cash loans,M,Y,Y,0,202500.0,2254500.0,56992.5,2254500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.020246,-9331,-500,-6720.0,-2011,10.0,1,1,1,1,0,0,Managers,2.0,3,3,THURSDAY,7,0,0,0,0,0,0,Business Entity Type 3,,0.5755081408370083,0.5779691187553125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,7.0,0.0,-111.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
364410,0,Cash loans,M,Y,Y,1,247500.0,640080.0,31261.5,450000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.014464,-11786,-370,-529.0,-4466,5.0,1,1,0,1,0,0,Sales staff,3.0,2,2,MONDAY,4,0,0,0,0,0,0,Business Entity Type 3,,0.4071856810330532,0.7435593141311444,0.3402,0.1816,0.9990000000000001,0.9796,0.1512,0.32,0.2759,0.375,0.4167,0.3154,0.2774,0.3806,0.0,0.0,0.3466,0.1885,0.9990000000000001,0.9804,0.1526,0.3222,0.2759,0.375,0.4167,0.3226,0.303,0.3966,0.0,0.0,0.3435,0.1816,0.9990000000000001,0.9799,0.1522,0.32,0.2759,0.375,0.4167,0.3209,0.2822,0.3875,0.0,0.0,not specified,block of flats,0.4298,Panel,No,1.0,0.0,1.0,0.0,-30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
299500,1,Cash loans,F,N,Y,0,162000.0,361197.0,27949.5,301500.0,Unaccompanied,Working,Incomplete higher,Single / not married,Municipal apartment,0.020246,-10618,-2786,-5426.0,-3313,,1,1,0,1,0,1,Core staff,1.0,3,3,SATURDAY,6,0,0,0,1,1,0,Kindergarten,0.29417577598368466,0.3910088789610192,0.4101025731788671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1710.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,3.0
194693,0,Cash loans,M,Y,Y,0,135000.0,835380.0,40320.0,675000.0,Unaccompanied,State servant,Secondary / secondary special,Married,Rented apartment,0.018801,-8294,-709,-925.0,-960,64.0,1,1,0,1,0,1,Core staff,2.0,2,2,THURSDAY,11,0,0,0,0,1,1,Military,0.03718600156444428,0.2636527195631183,0.1895952597360396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-613.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
146692,0,Cash loans,M,Y,N,0,202500.0,277969.5,18225.0,229500.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.00496,-10027,-977,-3184.0,-2678,10.0,1,1,0,1,0,0,Managers,2.0,2,2,MONDAY,9,0,0,0,0,1,1,Military,,0.10490764541272754,0.3296550543128238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
377093,0,Cash loans,F,N,N,0,126000.0,254700.0,17019.0,225000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.018029,-13980,-1705,-1851.0,-4083,,1,1,1,1,0,0,Core staff,2.0,3,3,SUNDAY,9,0,0,0,0,0,0,Kindergarten,,0.4724711301378988,0.17560597946937906,0.1186,0.1211,0.9856,,,0.0,0.2759,0.1667,,,,0.10800000000000001,,0.0031,0.1208,0.1257,0.9856,,,0.0,0.2759,0.1667,,,,0.1125,,0.0033,0.1197,0.1211,0.9856,,,0.0,0.2759,0.1667,,,,0.1099,,0.0032,,block of flats,0.1353,Panel,No,4.0,0.0,4.0,0.0,-490.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
123577,0,Cash loans,F,Y,Y,0,76500.0,239850.0,23850.0,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.003069,-24777,365243,-1754.0,-4744,7.0,1,0,0,1,0,0,,2.0,3,3,TUESDAY,12,0,0,0,0,0,0,XNA,,0.5348840470166712,0.34741822720026416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-1529.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
170394,0,Cash loans,F,N,Y,0,225000.0,926365.5,36868.5,828000.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.005313,-20582,365243,-5185.0,-963,,1,0,0,1,0,0,,2.0,2,2,MONDAY,12,0,0,0,0,0,0,XNA,,0.6946813839539031,0.4668640059537032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-324.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,3.0
124233,0,Cash loans,F,Y,Y,0,72000.0,212656.5,15250.5,193500.0,Unaccompanied,Pensioner,Higher education,Separated,House / apartment,0.003122,-23691,365243,-1677.0,-5574,1.0,1,0,0,1,1,0,,1.0,3,3,SATURDAY,14,0,0,0,0,0,0,XNA,,0.6129604316576116,0.475849908720221,0.1113,0.0567,0.9846,0.7892,0.0,0.12,0.1034,0.3333,0.0417,0.0488,0.0908,0.1162,0.0,0.0,0.1134,0.0588,0.9846,0.7975,0.0,0.1208,0.1034,0.3333,0.0417,0.0499,0.0992,0.1211,0.0,0.0,0.1124,0.0567,0.9846,0.792,0.0,0.12,0.1034,0.3333,0.0417,0.0496,0.0923,0.1183,0.0,0.0,,block of flats,0.1005,"Stone, brick",No,0.0,0.0,0.0,0.0,-178.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
199551,0,Cash loans,M,N,Y,0,135000.0,231813.0,12703.5,193500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.022625,-9703,-1978,-4381.0,-2314,,1,1,1,1,0,1,Laborers,2.0,2,2,MONDAY,13,0,0,0,0,0,0,Trade: type 3,0.24466616672572306,0.1876054083654763,0.3360615207658242,0.2959,0.1561,0.9771,0.6872,0.0942,0.32,0.2759,0.3333,0.375,0.2114,0.2412,0.2715,0.0,0.0,0.3015,0.162,0.9772,0.6994,0.095,0.3222,0.2759,0.3333,0.375,0.2162,0.2635,0.2829,0.0,0.0,0.2987,0.1561,0.9771,0.6914,0.0948,0.32,0.2759,0.3333,0.375,0.2151,0.2454,0.2764,0.0,0.0,reg oper account,block of flats,0.265,Panel,No,3.0,0.0,3.0,0.0,-10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
320506,0,Cash loans,M,Y,Y,0,225000.0,101880.0,11623.5,90000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-15802,-846,-3586.0,-4740,17.0,1,1,0,1,0,0,,2.0,3,3,FRIDAY,5,0,0,0,0,0,0,Construction,,0.3829424656222063,0.6041125998015721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-963.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
370698,0,Cash loans,F,N,N,1,135000.0,373311.0,20250.0,283500.0,Unaccompanied,Working,Higher education,Married,Rented apartment,0.01885,-11686,-309,-3081.0,-3991,,1,1,0,1,0,1,Managers,3.0,2,2,SATURDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.7235495487639542,0.5172965813614878,0.0825,0.0701,0.9781,0.7008,0.0117,0.0,0.2069,0.1667,0.2083,0.1138,0.0672,0.0781,0.0,0.0,0.084,0.0728,0.9782,0.7125,0.0118,0.0,0.2069,0.1667,0.2083,0.1164,0.0735,0.0814,0.0,0.0,0.0833,0.0701,0.9781,0.7048,0.0117,0.0,0.2069,0.1667,0.2083,0.1158,0.0684,0.0795,0.0,0.0,reg oper account,block of flats,0.0678,Panel,No,6.0,0.0,6.0,0.0,-2320.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
